class,cap-shape,bruises,gill-spacing,gill-size,gill-color,stalk-surface-above-ring,stalk-color-above-ring,stalk-color-below-ring,ring-type,spore-print-color,population
edible,bell,bruises,close,broad,black,smooth,white,white,pendant,black,scattered
edible,convex,bruises,close,broad,white,smooth,white,white,pendant,brown,numerous
edible,convex,bruises,close,broad,gray,smooth,white,white,pendant,brown,numerous
edible,bell,bruises,close,broad,white,smooth,white,white,pendant,black,numerous
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,black,scattered
poisonous,flat,bruises,close,narrow,brown,smooth,white,white,pendant,brown,scattered
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,abundant
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,black,scattered
edible,flat,no,crowded,broad,chocolate,fibrous,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,black,abundant
edible,flat,bruises,close,broad,brown,smooth,white,white,pendant,black,solitary
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,black,abundant
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,brown,several
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,pink,fibrous,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,chocolate,fibrous,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,brown,scattered
edible,convex,bruises,close,broad,brown,smooth,white,white,pendant,black,scattered
edible,convex,no,crowded,broad,black,fibrous,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,black,fibrous,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,chocolate,fibrous,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,pink,fibrous,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,black,smooth,white,white,evanescent,black,scattered
edible,convex,bruises,close,broad,white,smooth,gray,pink,pendant,brown,several
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,black,abundant
poisonous,convex,bruises,close,narrow,pink,smooth,white,white,pendant,brown,several
edible,convex,bruises,close,broad,white,smooth,pink,gray,pendant,black,solitary
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,brown,scattered
poisonous,flat,bruises,close,narrow,white,smooth,white,white,pendant,brown,scattered
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,pink,fibrous,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,scattered
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,black,several
edible,convex,no,crowded,broad,black,fibrous,white,white,evanescent,brown,abundant
poisonous,convex,bruises,close,narrow,pink,smooth,white,white,pendant,black,scattered
poisonous,flat,bruises,close,narrow,white,smooth,white,white,pendant,brown,scattered
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,black,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,abundant
edible,convex,no,crowded,broad,black,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,brown,abundant
edible,convex,bruises,close,broad,brown,smooth,gray,pink,pendant,brown,solitary
edible,convex,bruises,close,broad,brown,smooth,white,white,pendant,brown,several
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,brown,abundant
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,brown,several
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,brown,scattered
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,brown,abundant
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,brown,scattered
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,chocolate,fibrous,white,white,evanescent,brown,abundant
poisonous,flat,bruises,close,narrow,white,smooth,white,white,pendant,black,several
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,black,several
poisonous,flat,bruises,close,narrow,white,smooth,white,white,pendant,black,several
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,black,scattered
edible,convex,no,crowded,broad,black,fibrous,white,white,evanescent,black,abundant
edible,convex,bruises,close,broad,pink,smooth,gray,pink,pendant,brown,several
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,pink,fibrous,white,white,evanescent,black,abundant
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,black,several
edible,convex,no,crowded,broad,black,fibrous,white,white,evanescent,brown,scattered
edible,convex,bruises,close,broad,brown,smooth,pink,white,pendant,brown,solitary
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,scattered
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,brown,scattered
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,brown,abundant
edible,convex,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,scattered
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,black,scattered
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,chocolate,fibrous,white,white,evanescent,brown,scattered
edible,bell,bruises,close,broad,white,smooth,white,white,pendant,black,numerous
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,brown,abundant
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,chocolate,fibrous,white,white,evanescent,black,abundant
poisonous,convex,bruises,close,narrow,brown,smooth,white,white,pendant,black,scattered
edible,flat,no,crowded,broad,chocolate,fibrous,white,white,evanescent,black,scattered
edible,convex,bruises,close,broad,pink,smooth,white,gray,pendant,black,solitary
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,black,abundant
edible,convex,bruises,close,broad,brown,smooth,gray,gray,pendant,black,several
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,brown,abundant
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,black,abundant
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,brown,several
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,black,several
edible,convex,no,crowded,broad,black,fibrous,white,white,evanescent,brown,abundant
edible,convex,bruises,close,broad,purple,smooth,gray,pink,pendant,brown,several
edible,convex,no,crowded,broad,black,smooth,white,white,evanescent,black,scattered
edible,convex,bruises,close,broad,white,smooth,white,white,pendant,black,scattered
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,brown,abundant
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,brown,abundant
edible,convex,no,crowded,broad,black,fibrous,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,scattered
edible,convex,bruises,close,broad,brown,smooth,white,white,pendant,brown,solitary
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,pink,fibrous,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,brown,abundant
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,brown,scattered
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,abundant
edible,bell,bruises,close,broad,black,smooth,white,white,pendant,black,numerous
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,brown,scattered
edible,convex,bruises,close,broad,brown,smooth,white,gray,pendant,black,solitary
edible,bell,bruises,close,broad,brown,smooth,white,white,pendant,black,scattered
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,black,scattered
edible,flat,bruises,close,broad,brown,smooth,white,pink,pendant,brown,solitary
poisonous,convex,bruises,close,narrow,brown,smooth,white,white,pendant,brown,scattered
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,black,scattered
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,brown,scattered
edible,convex,no,crowded,broad,black,fibrous,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,black,abundant
edible,bell,bruises,close,broad,gray,smooth,white,white,pendant,black,numerous
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,brown,abundant
edible,convex,no,crowded,broad,black,smooth,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,black,smooth,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,black,abundant
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,black,several
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,abundant
edible,convex,bruises,close,broad,brown,smooth,pink,gray,pendant,black,solitary
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,brown,abundant
edible,convex,bruises,close,broad,purple,smooth,white,pink,pendant,brown,solitary
edible,convex,bruises,close,broad,brown,smooth,white,white,pendant,brown,numerous
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,chocolate,fibrous,white,white,evanescent,brown,abundant
poisonous,flat,bruises,close,narrow,white,smooth,white,white,pendant,black,scattered
edible,flat,bruises,close,broad,brown,smooth,white,gray,pendant,brown,solitary
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,abundant
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,brown,several
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,black,scattered
edible,convex,bruises,close,broad,pink,smooth,gray,white,pendant,brown,solitary
edible,convex,bruises,close,broad,purple,smooth,white,pink,pendant,brown,several
edible,convex,bruises,close,broad,pink,smooth,white,gray,pendant,brown,several
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,chocolate,fibrous,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,brown,abundant
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,chocolate,fibrous,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,pink,fibrous,white,white,evanescent,brown,abundant
poisonous,flat,bruises,close,narrow,white,smooth,white,white,pendant,black,several
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,black,smooth,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,pink,fibrous,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,brown,abundant
edible,convex,bruises,close,broad,brown,smooth,gray,gray,pendant,black,several
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,pink,fibrous,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,scattered
edible,bell,bruises,close,broad,gray,smooth,white,white,pendant,black,scattered
poisonous,convex,bruises,close,narrow,pink,smooth,white,white,pendant,black,scattered
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,black,several
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,black,scattered
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,black,scattered
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,black,scattered
poisonous,convex,bruises,close,narrow,brown,smooth,white,white,pendant,brown,several
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,brown,abundant
poisonous,flat,bruises,close,narrow,brown,smooth,white,white,pendant,brown,several
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,chocolate,fibrous,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,brown,scattered
edible,convex,bruises,close,broad,white,smooth,white,pink,pendant,brown,several
edible,convex,bruises,close,broad,pink,smooth,gray,pink,pendant,black,several
edible,convex,no,crowded,broad,black,smooth,white,white,evanescent,brown,scattered
edible,convex,bruises,close,broad,white,smooth,gray,white,pendant,black,solitary
edible,convex,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,chocolate,fibrous,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,black,scattered
edible,convex,bruises,close,broad,pink,smooth,white,pink,pendant,brown,solitary
edible,convex,no,crowded,broad,black,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,chocolate,fibrous,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,brown,scattered
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,brown,scattered
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,black,scattered
edible,flat,bruises,close,broad,pink,smooth,white,white,pendant,brown,solitary
edible,convex,bruises,close,broad,brown,smooth,gray,pink,pendant,black,solitary
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,brown,abundant
edible,convex,no,crowded,broad,chocolate,fibrous,white,white,evanescent,brown,abundant
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,brown,scattered
edible,convex,no,crowded,broad,chocolate,fibrous,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,black,fibrous,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,abundant
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,abundant
edible,convex,bruises,close,broad,gray,smooth,white,white,pendant,brown,scattered
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,chocolate,fibrous,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,black,abundant
poisonous,convex,bruises,close,narrow,white,smooth,white,white,pendant,brown,scattered
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,black,scattered
edible,convex,bruises,close,broad,brown,smooth,gray,pink,pendant,brown,several
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,chocolate,fibrous,white,white,evanescent,black,scattered
edible,flat,bruises,close,broad,brown,smooth,white,white,pendant,black,scattered
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,black,several
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,brown,scattered
edible,convex,bruises,close,broad,pink,smooth,white,white,pendant,black,several
poisonous,flat,bruises,close,narrow,white,smooth,white,white,pendant,black,scattered
poisonous,convex,bruises,close,narrow,pink,smooth,white,white,pendant,black,scattered
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,brown,scattered
edible,convex,bruises,close,broad,purple,smooth,gray,pink,pendant,black,solitary
edible,bell,bruises,close,broad,gray,smooth,white,white,pendant,black,numerous
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,black,scattered
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,scattered
edible,convex,bruises,close,broad,brown,smooth,gray,pink,pendant,black,solitary
edible,convex,no,crowded,broad,chocolate,fibrous,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,scattered
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,brown,scattered
poisonous,flat,bruises,close,narrow,white,smooth,white,white,pendant,black,several
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,pink,fibrous,white,white,evanescent,brown,scattered
edible,convex,bruises,close,broad,brown,smooth,pink,gray,pendant,black,several
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,chocolate,fibrous,white,white,evanescent,black,abundant
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,brown,several
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,abundant
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,brown,several
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,pink,fibrous,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,brown,abundant
edible,convex,bruises,close,broad,brown,smooth,pink,pink,pendant,brown,solitary
edible,convex,no,crowded,broad,chocolate,fibrous,white,white,evanescent,brown,scattered
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,brown,scattered
edible,convex,bruises,close,broad,pink,smooth,white,gray,pendant,brown,several
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,black,scattered
edible,convex,bruises,crowded,narrow,brown,smooth,white,white,pendant,purple,several
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,brown,scattered
edible,convex,bruises,close,broad,pink,smooth,gray,white,pendant,black,several
edible,convex,bruises,close,broad,brown,smooth,gray,gray,pendant,brown,solitary
edible,convex,bruises,crowded,narrow,pink,smooth,white,white,pendant,purple,several
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,black,scattered
edible,convex,bruises,close,broad,purple,smooth,gray,white,pendant,brown,solitary
edible,flat,no,crowded,broad,pink,fibrous,white,white,evanescent,black,abundant
poisonous,flat,bruises,close,narrow,brown,smooth,white,white,pendant,black,several
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,pink,fibrous,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,black,fibrous,white,white,evanescent,brown,abundant
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,black,scattered
edible,convex,no,crowded,broad,black,fibrous,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,brown,abundant
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,black,smooth,white,white,evanescent,black,abundant
edible,flat,bruises,close,broad,brown,smooth,white,white,pendant,black,solitary
poisonous,convex,bruises,close,narrow,brown,smooth,white,white,pendant,black,several
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,scattered
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,brown,scattered
edible,flat,no,crowded,broad,pink,fibrous,white,white,evanescent,black,scattered
poisonous,flat,bruises,close,narrow,pink,smooth,white,white,pendant,brown,scattered
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,black,smooth,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,pink,smooth,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,brown,abundant
edible,bell,bruises,close,broad,brown,smooth,white,white,pendant,black,numerous
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,abundant
edible,convex,bruises,close,broad,pink,smooth,pink,pink,pendant,brown,solitary
poisonous,flat,bruises,close,narrow,white,smooth,white,white,pendant,black,scattered
edible,convex,bruises,close,broad,pink,smooth,pink,gray,pendant,brown,solitary
edible,convex,no,crowded,broad,chocolate,fibrous,white,white,evanescent,brown,abundant
edible,convex,bruises,close,broad,pink,smooth,white,pink,pendant,black,solitary
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,abundant
edible,convex,bruises,close,broad,gray,smooth,white,white,pendant,black,scattered
edible,convex,bruises,crowded,narrow,pink,smooth,white,white,pendant,purple,several
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,brown,scattered
edible,bell,bruises,close,broad,gray,smooth,white,white,pendant,black,scattered
edible,convex,no,crowded,broad,chocolate,fibrous,white,white,evanescent,black,scattered
edible,convex,bruises,close,broad,brown,smooth,white,white,pendant,brown,scattered
edible,flat,no,crowded,broad,brown,smooth,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,black,smooth,white,white,evanescent,brown,abundant
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,brown,abundant
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,brown,scattered
edible,convex,bruises,close,broad,white,smooth,white,white,pendant,brown,solitary
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,black,scattered
edible,convex,bruises,close,broad,gray,smooth,white,white,pendant,black,numerous
edible,convex,no,crowded,broad,brown,fibrous,white,white,evanescent,black,abundant
poisonous,flat,bruises,close,narrow,brown,smooth,white,white,pendant,black,scattered
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,scattered
poisonous,flat,bruises,close,narrow,brown,smooth,white,white,pendant,brown,scattered
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,scattered
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,brown,scattered
poisonous,convex,bruises,close,narrow,pink,smooth,white,white,pendant,brown,scattered
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,black,abundant
poisonous,convex,bruises,close,narrow,pink,smooth,white,white,pendant,brown,scattered
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,brown,scattered
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,black,scattered
poisonous,flat,bruises,close,narrow,white,smooth,white,white,pendant,brown,several
edible,convex,no,crowded,broad,brown,smooth,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,abundant
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,brown,scattered
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,black,abundant
edible,convex,bruises,close,broad,purple,smooth,gray,gray,pendant,black,solitary
poisonous,flat,bruises,close,narrow,black,smooth,white,white,pendant,black,scattered
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,black,scattered
edible,convex,bruises,close,broad,white,smooth,white,white,pendant,black,solitary
edible,convex,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,black,fibrous,white,white,evanescent,black,abundant
edible,bell,bruises,close,broad,gray,smooth,white,white,pendant,black,numerous
edible,flat,no,crowded,broad,black,smooth,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,brown,fibrous,white,white,evanescent,black,abundant
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,abundant
poisonous,flat,bruises,close,narrow,white,smooth,white,white,pendant,brown,scattered
edible,convex,no,crowded,broad,chocolate,smooth,white,white,evanescent,brown,abundant
edible,bell,bruises,close,broad,white,smooth,white,white,pendant,black,numerous
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,chocolate,smooth,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,chocolate,fibrous,white,white,evanescent,brown,abundant
edible,flat,no,crowded,broad,pink,smooth,white,white,evanescent,black,scattered
edible,convex,no,crowded,broad,pink,fibrous,white,white,evanescent,black,abundant
edible,convex,bruises,close,broad,pink,smooth,pink,gray,pendant,brown,several
edible,bell,bruises,close,broad,gray,smooth,white,white,pendant,brown,numerous
edible,convex,bruises,close,broad,brown,smooth,gray,white,pendant,brown,several
